account,full_name,input_title,linkedin_url,fresh_title,fresh_company,latest_start,status,note
BMO,Danielle Schlabs,"AVP, Trust Operations Manager",https://www.linkedin.com/in/danielle-johns-7419a080/,"AVP, Trust Operations Manager",BMO U.S.,2024-11,current,
BMO,Krista Cowan,"SBA Operations Manager, VP",https://www.linkedin.com/in/krista-cowan-2896aa9b/,"SBA Operations Manager, VP",BMO U.S.,2023-09,current,
BMO,Tasha Spransy,"Manager Consumer Lending Operations, Vice President",https://www.linkedin.com/in/tasha-spransy-2a896494/,"Manager Consumer Lending Operations, Vice President",BMO U.S.,2016-06,current,
BMO,Chasity Daily,AVP Operations Manager,https://www.linkedin.com/in/chasitydaily/,Senior Business Consultant,BMO U.S.,2026-01,current,
BMO,Amanda Welter,"Operations Manager, Assistant Vice President",https://www.linkedin.com/in/amanda-burrows-14033135/,"Operations Manager, Assistant Vice President",BMO U.S.,2016-08,current,
BMO,Jennifer Antonelli,"Vice President, Mortgage Operations Manager",https://www.linkedin.com/in/jennifer-antonelli-017281108/,"Vice President, Mortgage Operations Manager",BMO U.S.,2016-06,current,
BMO,Jennifer Nunes,VP Regional Operations Manager,https://www.linkedin.com/in/jennifer-nunes-292b1992/,VP Regional Operations Manager,BMO U.S.,2003-07,current,
BMO,Theresa McKinney Williams,"Director, Workforce Programs",https://www.linkedin.com/in/theresa-mckinney-williams-693b2b69/,"Director, Workforce Programs",BMO U.S.,2024-04,current,
BMO,Jeff B.,Director Operational Excellence,https://www.linkedin.com/in/jeffreybender/,Director Operational Excellence,BMO U.S.,2022-04,current,
BMO,Adriana Vejar,Vice President Commercial Loan Processing Manager,https://www.linkedin.com/in/adriana-vejar-a10921399/,Vice President Commercial Loan Processing Manager,BMO U.S.,2020-09,current,
BMO,Heather Kroliczek,"Managing Director and Head, U.S. Lending Operations BMO Bank",https://www.linkedin.com/in/heather-kroliczek-430984235/,"Managing Director and Head, U.S. Lending Operations BMO Bank",BMO U.S.,2026-03,current,
BMO,Marge Bauman,"Vice President. Director, Corporate and Commercial Lending Operations",https://www.linkedin.com/in/marge-bauman-0873b521/,"Vice President. Director, Corporate and Commercial Lending Operations",BMO U.S.,2000-04,current,
BMO,Jeff Heinzelman,Assistant Vice President Corporate and Commercial Lending Operations,https://www.linkedin.com/in/jeff-heinzelman-666806b/,Assistant Vice President Corporate and Commercial Lending Operations,BMO U.S.,1993-08,current,
BMO,"Chinnapa Reddy, AAP, CBPR, CSPO®","VP, Payments SME",https://www.linkedin.com/in/chinnapa-reddy-aap-cbpr-cspoâ®-9a851331/,"VP, Payments SME",BMO U.S.,2017-07,current,
BMO,Dan Logan,"Director, Estate Settlement Services",https://www.linkedin.com/in/danloganlaw/,"Director, Estate Settlement Services",BMO U.S.,2021-06,current,
BMO,Shifra Kolsky,U.S. Chief Accountant & Controller,https://www.linkedin.com/in/shifra-kolsky-96a76711/,U.S. Chief Accountant & Controller,BMO U.S.,2025-11,current,
BMO,Thomas Knopp,"Senior Vice President / Director, Equipment Finance",https://www.linkedin.com/in/thomas-knopp/,"Senior Vice President / Director, Equipment Finance",BMO U.S.,2013-04,current,
Bell Canada,Donna Peterson,Chief Steward Unifor Local 6006,https://www.linkedin.com/in/donna-peterson-b0067549/,Retired,Bell,2016-10,left,retired
Bell Canada,Nikki Moffat,CHRO & EVP Corporate Services,https://www.linkedin.com/in/nikki-moffat-39b4b337/,CHRO & EVP Corporate Services,Bell,2022-01,current,
Bell Canada,"Mario Barbieri, MBA",Vice President Operations,https://www.linkedin.com/in/mario-barbieri-mba-6aa1a19/,Vice President Operations,Bell,2026-04,current,
Bell Canada,James Beresford,Senior Vice President Customer Operations,https://www.linkedin.com/in/james-beresford-233114343/,Senior Vice President Customer Operations,Bell,2020-10,current,
Bell Canada,Sean Douglas,"Managing Director, Mobility and Customer Operations",https://www.linkedin.com/in/sean-douglas-01aa164/,Owner and Winemaker,Ridge Road Estate Winery,2023-06,left,Ridge Road Estate Winery
Bell Canada,Ann Cullingham (Lee),"Director, Customer Operations",https://www.linkedin.com/in/ann-lee-1ba71629/,"Director, Customer Operations",Bell,2024-07,current,
Bell Canada,Holly Haley,Associate Director of Client Operations,https://www.linkedin.com/in/holly-haley-aa224812/,Associate Director of Client Operations,Bell,1990-01,current,
Bell Canada,Luc-David Martin,"Director, Client Service Operations",https://www.linkedin.com/in/luc-david-martin/,"Director, Client Service Operations",Bell,2021-04,current,
Bell Canada,Mac Xie,Director of Finance - Client Operations,https://www.linkedin.com/in/mac-xie-b679b31/,Director of Finance - Client Operations,Bell,2023-03,current,
Bell Canada,Matt MacEwen,Senior Vice President Finance Operations,https://www.linkedin.com/in/matt-macewen-3a990a2a/,Senior Vice President Finance Operations,Bell,2024-09,current,
Bell Canada,Sofia Ahmad,"Vice President, Assistant Controller & Shared Services",https://www.linkedin.com/in/sofia-ahmad-54450a98/,"Vice President, Assistant Controller & Shared Services",Bell,2021-01,current,
Bell Canada,Jag Siva,"Director, Operations",https://www.linkedin.com/in/jag-siva-4481135/,"Director, Operations",Bell,,current,
Bell Canada,Dana Lohnes,Director Of Operations,https://www.linkedin.com/in/dana-lohnes-7639961a9/,Director Of Operations,Bell,2000-05,current,
Bell Canada,mary smith,Associate Director Operations,https://www.linkedin.com/in/mary-smith-824a411b/,Associate Director Operations,Bell,,current,
Bell Canada,Cindy Mallette,Associate Director - Operations Project Delivery,https://www.linkedin.com/in/cindy-mallette-90815a10/,Associate Director - Operations Project Delivery,Bell,1976-03,current,
Bell Canada,Krista Smith,"Associate Director, Accts Receivables",https://www.linkedin.com/in/krista-smith-22159b2/,"Associate Director, Accts Receivables",Bell,2001,current,
Bell Canada,Walter Ramka,Associate Director A/R Credit Mgmt,https://www.linkedin.com/in/walter-ramka-54a98344/,Associate Director A/R Credit Mgmt,Bell,2005-06,current,
Bell Canada,Pietro Oliveri,"Director, Business Provisioning & Service Assurance at Bell",https://www.linkedin.com/in/pietro-oliveri-1575b18/,"Director, Business Provisioning & Service Assurance at Bell",Bell,2025-04,current,
Bell Canada,karine moses,Director Customer Assurance & Provisioning,https://www.linkedin.com/in/karinemoses/,"Présidente direction du Québec et Première vice-présidente, Ventes",Bell,2024-09,current,
Canada Life,Andrew Conrad,Senior Vice President Corporate Finance,https://www.linkedin.com/in/andrew-conrad-9b2234141/,Senior Vice President Corporate Finance,Canada Life,2023-01,current,
Canada Life,"Khalid Abdul Karim, MBBS",Director- East Toronto Disability Management Service Office,https://www.linkedin.com/in/drkhalidkarim/,Director- East Toronto Disability Management Service Office,Canada Life,2025-12,current,
Canada Life,Louise Serpa,"Director, Health and Dental Claim Solutions",https://www.linkedin.com/in/louise-serpa-215167144/,"Director, Health and Dental Claim Solutions",Canada Life,2022-04,current,
Canada Life,Kate Nazar,"Senior Vice President, Workplace Retirement and Savings",https://www.linkedin.com/in/kate-nazar-105a5611/,"Senior Vice President, Workplace Retirement and Savings",Canada Life,2026-07,current,
Canada Life,Peta Banks,Head of Operations - Retirement (Individual Annuities & Home Finance),https://www.linkedin.com/in/peta-banks-89ba5855/,Head of Operations - Retirement (Individual Annuities & Home Finance),Canada Life,2023-12,current,UK
Canada Life,Scott Hunter,"Assistant Vice-President, Investment Operations Support",https://www.linkedin.com/in/scott-hunter-7316b2205/,"Assistant Vice-President, Investment Operations Support",Canada Life,2003-09,current,
Canada Life,Andriy Storozhuk,Director Operational Excellence,https://www.linkedin.com/in/andriy-storozhuk-8ba89a38/,Director Operational Excellence,Canada Life,2024-02,current,
Canada Life,Janice Guzzi,"Director, Operational Exellence, Plan Sponsor Services",https://www.linkedin.com/in/janice-guzzi-34400a31/,"Director, Operational Exellence, Plan Sponsor Services",Canada Life,2017-07,current,
Canada Life,Ian Watson Dip PFS,Operations Director - Bulk Annuities,https://www.linkedin.com/in/ian-watson-dip-pfs-b3555494/,Operations Director - Bulk Annuities,Canada Life,2023-09,current,UK
Canada Life,Brent Allen,"Vice President, Claims",https://www.linkedin.com/in/brent-allen-70053419/,"Vice President, Claims",Canada Life,2026-04,current,
Canada Life,Barbara Bebee,AVP Claims Solutions and Fraud Management,https://www.linkedin.com/in/barbara-bebee-446b28128/,AVP Claims Solutions and Fraud Management,Canada Life,2021-01,current,
Canada Life,Andrea Kearnan,Director- Specialized Claims & Support,https://www.linkedin.com/in/andrea-kearnan-20476027a/,Director- Specialized Claims & Support,Canada Life,2021-10,current,
Canada Life,Moe El-farra,"Director, Claims Health & Dental Operations",https://www.linkedin.com/in/moe-el-farra-0a0827210/,"Director, Claims Health & Dental Operations",Canada Life,2025-04,current,
Canada Life,Declan Carroll,Co-Head of BPA New Business Pricing,https://www.linkedin.com/in/declan-carroll-249791173/,Co-Head of BPA New Business Pricing,Canada Life,2025-12,current,UK
Canada Life,Owen Wilding,Co-Head of BPA New Business Pricing,https://www.linkedin.com/in/owen-wilding-4abb7a52/,Co-Head of BPA New Business Pricing,Canada Life,2025-12,current,UK
Canada Life,Eshan Kochar,"AVP - Data, Insights & Workforce Management",https://www.linkedin.com/in/eshan-kochar-20206669/,"AVP - Data, Insights & Workforce Management",Canada Life,2025-04,current,
Canada Life,Kim Lee,AVP Product Owner,https://www.linkedin.com/in/kim-lee-b5b9324a/,AVP Product Owner,Canada Life,2020-10,current,
Canada Life,Amanda Ashton,"Director, Product Owner of Knowledge and Content Management",https://www.linkedin.com/in/amanda-ashton-0335a4177/,"Director, Product Owner of Knowledge and Content Management",Canada Life,2026-03,current,
Canada Life,Daien Sebasta,"Product Owner, Director",https://www.linkedin.com/in/daien-sebasta-607175ab/,"Product Owner, Director",Canada Life,2022-03,current,
Canada Life,Gautam Vyavaharkar,Director - Technical Solutions and Product Owner,https://www.linkedin.com/in/gautam-vyavaharkar/,Director - Technical Solutions and Product Owner,Canada Life,2025-03,current,
Canada Life,Brady Aarssen,"Senior Vice President, Canada Operations",https://www.linkedin.com/in/brady-aarssen-30189418/,"Senior Vice President, Canada Operations",Canada Life,2025-10,current,
Canada Life,Roger Maguet,"Executive Vice President, Insurance Solutions",https://www.linkedin.com/in/rogermaguet/,"Executive Vice President, Insurance Solutions",Canada Life,2024-02,current,
Canada Life,Jamie G.,"Chief Product Owner, Group Customer",https://www.linkedin.com/in/jamiegodfree/,"VP, Digital strategy, Group Customer",Canada Life,2021-02,current,
Canada Life,Stuart Robinson,Chief Financial Officer,https://www.linkedin.com/in/stuart-robinson-280aaa4/,Chief Financial Officer,Canada Life,2022-04,current,UK
Canada Life,Tamara Schock,EVP and Chief Accounting Officer,https://www.linkedin.com/in/tamara-schock-97293b7a/,EVP and Chief Accounting Officer,Canada Life,2025-03,current,
Canada Life,Mei D.,Chief Financial Officer,https://www.linkedin.com/in/mei-d-154b7b15/,Chief Financial Officer,Canada Life,2021-06,current,
Canada Life,Ian Troup,VP - Shared Services,https://www.linkedin.com/in/ian-troup-915a3262/,VP - Shared Services,Canada Life,2026-06,current,
Canada Life,Michael Cullen,"Director, Operations",https://www.linkedin.com/in/michael-cullen-5457b746/,"Director, Operations",Canada Life,2021-05,current,
Canada Life,Rex C.,National Director of Operations,https://www.linkedin.com/in/rex-chin-71a25818/,National Director of Operations,Canada Life,2024-08,current,
Canada Life,Robert Lunny,VP Shared Services,https://www.linkedin.com/in/robert-lunny-322947a/,VP Shared Services,Canada Life,2006-01,current,
Canada Life,Christine Winter,Director of Operations,https://www.linkedin.com/in/christine-winter-b7a5a5191/,Director of Operations,Canada Life,2020-07,current,
Canada Life,Naomi Clegg,Head of Operations - Protection,https://www.linkedin.com/in/naomi-clegg-a955aa160/,Head of Operations - Protection,Canada Life,2023-12,current,UK
Canada Life,Jenny Gale,"Director, Product Owner",https://www.linkedin.com/in/jennygale/,"Director, Product Owner",Canada Life,2025-04,current,
Canada Life,"Mirzet Alekic, CPA, CGA","Vice President Finance, Corporate Segment and Shared Services",https://www.linkedin.com/in/mirzet-alekic-cpa-cga-562a0a73/,"Vice President Finance, Corporate Segment and Shared Services",Canada Life,2025-07,current,
Canada Life,Ahmed Ahmed,"Director, Plan Sponsor Services - Shared Services",https://www.linkedin.com/in/ahmed-ahmed-0b49523/,"Director, Plan Sponsor Services - Shared Services",Canada Life,2022-05,current,
Canada Life,Danielle Taylor,"Director, I&O Service Delivery Management",https://www.linkedin.com/in/danielle-taylor-9a459a160/,"Director, I&O Service Delivery Management",Canada Life,2026-05,current,
Canada Life,Shelley Sjoberg,"Vice President, Group Life & Health Pricing",https://www.linkedin.com/in/shelley-sjoberg-2407bb64/,"Vice President, Group Life & Health Pricing",Canada Life,2025-05,current,
Canada Life,"Derek Bodkin, CPA, CMA",Vice President Disability Operations,https://www.linkedin.com/in/derek-bodkin-cpa-cma-8282805/,Vice President Disability Operations,Canada Life,2026-03,current,
Canada Life,"Lisa Berard, CEBS","Director, H&D Claims Services",https://www.linkedin.com/in/lisa-berard-gba-1932b539/,"Director, H&D Claims Services",Canada Life,2020-12,current,
Canada Life,Daniela Decary,"AVP, Disability Systems Modernization",https://www.linkedin.com/in/daniela-decary-95a2b113/,"AVP, Disability Systems Modernization",Canada Life,2025-10,current,
Canada Life,Terry Levesque,"AVP, Central Disability Operations at Canada Life",https://www.linkedin.com/in/terry-p-levesque-2bb285140/,"AVP, Central Disability Operations at Canada Life",Canada Life,2025-11,current,
Canada Life,Nancy Vilhena-Pereira,"Director, Central Toronto Disability Management Services",https://www.linkedin.com/in/nancy-vilhena-pereira-40917411b/,"Director, Central Toronto Disability Management Services",Canada Life,2025-12,current,
Canada Life,Karen Dick,"AVP, Western Disability Operations",https://www.linkedin.com/in/karen-dick-107317119/,"AVP, Western Disability Operations",Canada Life,2025-11,current,
Canada Life,Rita Iozzo,Assistant Vice President Disability Management,https://www.linkedin.com/in/rita-iozzo-88b0383b/,Assistant Vice President Disability Management,Canada Life Assurance Co,2018-01,current,
Canada Life,Matt Williamson,"Assistant Vice President, Claims",https://www.linkedin.com/in/matt-williamson-10467978/,"Assistant Vice President, Claims",Canada Life,2024-07,current,
Canada Life,Tracy Ryland,"Director, Calgary Disability Management Services",https://www.linkedin.com/in/tracy-ryland-3a4a13159/,"Director, Calgary Disability Management Services",Canada Life,2022-12,current,
Canada Life,Isabel Teixeira,"Administrative Assistant - AVP of IC - Client Services, IC Client Services & New Business Ontario",https://www.linkedin.com/in/teixeiraisabel/,Learning Program Coordinator,Canada Life,2025-04,current,
Canada Life,Karri Kazarian,AVP New Business Strategic Systems,https://www.linkedin.com/in/karri-kazarian-bb908690/,AVP New Business Strategic Systems,Canada Life,2022-12,current,
Canada Life,Mike Horton,Director - Policy Services,https://www.linkedin.com/in/mike-horton-041b7048/,Director - Policy Services,Canada Life,2019-12,current,
Telus,Hesham Fahmy,"Executive Vice President, Chief Operations Officer and Chief Information Officer",https://www.linkedin.com/in/hesham-fahmy-6a90823/,"Executive Vice President, Chief Operations Officer and Chief Information Officer",TELUS,2026-02,current,
Telus,Brad Harper,VP Workforce Solutions,https://www.linkedin.com/in/harperbrad/,VP Workforce Solutions,TELUS,1998-08,dual,second profile brad-harper-4013aa171 reads Retired; live profile chosen by latest start
Telus,Devyansh K.,Head of Service Delivery and Program Management,https://www.linkedin.com/in/devyansh-k-a481798/,Head of Service Delivery and Program Management,TELUS,2021-06,current,
Telus,Scott McArthur,"Director, Client Service Operations",https://www.linkedin.com/in/scott-mcarthur-547b97/,"Director, Client Service Operations",TELUS,2007-03,current,
Telus,Shaye Draper,"Interim Vice President, Customer Service Delivery",https://www.linkedin.com/in/shaye-draper-5a71126b/,"Interim Vice President, Customer Service Delivery",TELUS,2025-09,current,
Telus,Kirti Karen Mani,"Manager, Business Products & Services Resale | Chief Procurement Office",https://www.linkedin.com/in/kirti-karen-mani-b0189b31/,"Manager, Business Products & Services Resale | Chief Procurement Office",TELUS,2022-11,current,
Telus,"Gopi Chande, FCPA",Executive Vice President & Chief Financial Officer TELUS,https://www.linkedin.com/in/gopi-chande-fcpa-0a4b2632/,Executive Vice President & Chief Financial Officer TELUS,TELUS,2026-07,current,
Telus,"Matt Murray, FCPA, FCMA","Senior Vice-President, Finance Business Partners",https://www.linkedin.com/in/mattmurraycpa/,"Senior Vice-President, Finance Business Partners",TELUS,2021-12,current,
Telus,Barbara Chiu,"VP, Finance - Revenue Assurance",https://www.linkedin.com/in/barbara-chiu-39162723/,"VP, Finance - Revenue Assurance",TELUS,2001-12,current,
Telus,Ramish Siddiqui,"Director, Revenue Assurance",https://www.linkedin.com/in/ramishsiddiqui/,"Director, Revenue Assurance",TELUS,2024-06,current,
Telus,Lynn Salekin,Vice President - Finance Shared Services,https://www.linkedin.com/in/lynnsalekin/,Vice President - Finance Shared Services,TELUS,2022-04,current,
Telus,Diane McIntosh,"Chief Neuroscience Officer, TELUS",https://www.linkedin.com/in/diane-mcintosh-1b21a41b/,CEO and Co-Founder,Rapids Health,2021-01,left,Rapids Health
Telus,Lloyd Switzer,Chief Procurement Officer,https://www.linkedin.com/in/lloydswitzer/,Chief Procurement Officer,TELUS,2017-02,current,
Telus,robert kaiser,TELUS Chief Social Purpose Ambassador,https://www.linkedin.com/in/robert-kaiser-1bb0aa112/,TELUS Chief Social Purpose Ambassador,TELUS,2024-01,current,
Telus,Marc-Andre Coulombe,Director Of Operations,https://www.linkedin.com/in/marc-andre-coulombe-50102830/,Director Of Operations,TELUS,2019-10,current,
Telus,Craig McLaughlin,Director - Operations,https://www.linkedin.com/in/craig-mclaughlin-b2191a4/,Director - Operations,TELUS,2018-03,current,
Telus,Mike Drennan,Director of Operations,https://www.linkedin.com/in/mikedrennan/,Sr Director Retail Strategy & Store Support,TELUS,2011-11,current,
Telus,Pamela Luscombe,Director - Operations,https://www.linkedin.com/in/pamela-luscombe-b78a95/,Retired,TELUS,2018-03,left,retired
Telus,Patrick McCallen,Director of Operations,https://www.linkedin.com/in/patrickmccallen/,Director of Operations,TELUS Health,2024-12,current,
Telus,Michelle Piasecki,Director of Operations,https://www.linkedin.com/in/michelle-piasecki-telus/,Director of Operations,TELUS,2023-05,current,
Telus,Shaun Fuller,Director Of Operations,https://www.linkedin.com/in/shaun-fuller-56846860/,Director Of Operations,TELUS,2021-03,current,
Telus,Ron Laverdiere,Director of Operations,https://www.linkedin.com/in/ron-laverdiere-4a2583293/,Director of Operations,TELUS,2023-10,current,
Telus,william baneham,"Director, Operations",https://www.linkedin.com/in/william-baneham-0889234/,"Director, Operations",TELUS,,current,
Telus,Sandra Dominique,Director Of Operations,https://www.linkedin.com/in/sandra-dominique-59757313b/,Director Of Operations,TELUS,,current,
Telus,John Smith,Director Operations,https://www.linkedin.com/in/john-smith-076201168/,Director Operations,TELUS,2013-05,current,New York
Telus,Catherine Blair,"Director, Billing & Revenue Enablement",https://www.linkedin.com/in/catherinejblair/,"Director, Billing & Revenue Enablement",TELUS,2012-06,current,
Telus,Anne Gillam,"Director, National Service Assurance",https://www.linkedin.com/in/anne-gillam-8ab2b09/,"Director, National Service Assurance",TELUS,2004-09,current,
BMO,Andrew C.,"Chief Operating Officer, LRCP",,,,,not_found,round A by domain
BMO,Aditya Sapru,"Senior Vice President & Head of Ontario, BMO Corporate Finance",,,,,not_found,round A by domain
BMO,Chad Iwata,"Senior Vice President, Head of Ontario, Corporate Finance",,,,,not_found,round A by domain
BMO,Michael Battagliese,Senior Vice President - Head of Payments,,,,,not_found,round A by domain
BMO,Alan Docherty,"Director, Treasury & Payment Solutions, Global Transaction Banking",,,,,not_found,round A by domain
BMO,Angelica Alex,"Director, Treasury and Payments",,,,,not_found,round A by domain
BMO,Jason Graves,Director - Treasury & Payment Solutions - Global Transaction Banking,,,,,not_found,round A by domain
BMO,Jennifer Acquaah,"Director, Deposits, Payments & Fraud Process",,,,,not_found,round A by domain
BMO,"Rosie Marella, MBA, FICB","Director, Deposit and Payments Canada, B2C Operations",,,,,not_found,round A by domain
BMO,"Ali Lakhani, CFA",Director & Product Owner,,,,,not_found,round A by domain
BMO,Ann Marie Wright,US Chief Administrative Officer,,,,,not_found,round A by domain
BMO,Christopher Collaros,Senior Vice President Operations,,,,,not_found,round A by domain
BMO,"Dave Abplanalp, CPA",Senior Vice President/COO @ Equipment Finance,,,,,not_found,round A by domain
BMO,Doug Sibley (松俊江),"Managing Director, Global Head of Know Your Client, Client Onboarding, and Client Operations",,,,,not_found,round A by domain
BMO,Henry Wu,"Associate Director - Trade Data, CM Application Service Delivery",,,,,not_found,round A by domain
BMO,"Laura Young, Esq.","Director, Global KYC Outsourcing & Processes",,,,,not_found,round A by domain
BMO,Eli Laxmeter,Vice President Operations Technology,,,,,not_found,round A by domain
BMO,Anthony Tjong,"Director, Operations Technology",,,,,not_found,round A by domain
BMO,Patrina Kegler,"Manager, Investor Accounting, Lending Operations, Vice President",,,,,not_found,round A by domain
BMO,Robin Neal,"Investment Operations, Asst Vice President",,,,,not_found,round A by domain
BMO,Annie Ling,Chief Operating Officer,,,,,not_found,round A by domain
BMO,Augustin de Kerversau,"Chief Operating Officer, BMO US Banking",,,,,not_found,round A by domain
BMO,"Christina Blackman, PMP® Prosci®PRINCE2®","VP, Chief Operating Office",,,,,not_found,round A by domain
BMO,Gillian Noble,"VP, Chief Operating Officer",,,,,not_found,round A by domain
Bell Canada,Kelsey McEwen,"Chief Meteorologist, Co-Host of CTV Your Morning",,,,,not_found,round A by domain
Bell Canada,Rob Vendetti,President at MiMobile Wireless,,,,,not_found,round A by domain
Bell Canada,Carla Dos Santos,Senior Vice President Operations,,,,,not_found,round A by domain
Bell Canada,Jennifer Dell,Vice President Operations,,,,,not_found,round A by domain
Bell Canada,Karen Nelson Shokar,"Associate Director, Roaming Billing Operations",,,,,not_found,round A by domain
Bell Canada,Rachel D’Souza,Director Business Operations,,,,,not_found,round A by domain
Canada Life,Ciara Mullarkey,Chief Financial Officer,,,,,not_found,round A by domain
Canada Life,Jon Nielsen,Executive Vice President and Chief Financial Officer,,,,,not_found,round A by domain
Canada Life,Derek Popkes,Global Chief Operating Officer,,,,,not_found,round A by domain
Canada Life,Brent Kerslake,"Senior Vice-President, Group Operations",,,,,not_found,round A by domain
Canada Life,Michael Jones,"Vice-President, Group Life and Disability Claims",,,,,not_found,round A by domain
Canada Life,Colleen Duggan,Head of Claims Management,,,,,not_found,round A by domain
Canada Life,Rose St Louis,Chief Customer Officer,,,,,not_found,round A by domain
Canada Life,Sarah Parkinson,Chief Operating Officer,,,,,not_found,round A by domain
Canada Life,Brad Fedorchuk,"Executive Vice President, Group Customer",,,,,not_found,round A by domain
Telus,Alice IATRIDES,Chief Operating Officer,,,,,not_found,round A by domain
Telus,Scott Gaudet,Vice President Operations,,,,,not_found,round A by domain
Telus,Danny Hannigan,Director of Business Operations,,,,,not_found,round A by domain
Telus,Helene Savage,"Senior Director, Operations Leader - Retirement and Benefit Solutions",,,,,not_found,round A by domain
Telus,Steve Fast,"Vice President, Operational Excellence & Integration",,,,,not_found,round A by domain
Telus,Susan Wooldridge,Executive Director - Mental Health Workforce Benefit Products,,,,,not_found,round A by domain
Telus,Whitney Forsyth,"Sr. Director of Service Delivery, ADM",,,,,not_found,round A by domain
Telus,Curtis Platt,Co-Founder & Chief Operating Officer,,,,,not_found,round A by domain
Telus,Lars Koop,Chief Operations Officer,,,,,not_found,round A by domain
BMO,Mona Malone,"Chief Administrative Officer, BMO Financial Group",,,,,not_found,round A by domain
BMO,Rahul Nalgirkar,Chief Financial Officer,,,,,not_found,round A by domain
BMO,Jacob Sorensen,Executive Vice President - U.S. Chief Technology & Operations Officer,,,,,not_found,round A by domain
BMO,Rebecca Tascona,Chief Operating Officer - Canadian Personal & Business Banking,,,,,not_found,round A by domain
BMO,Pete Andrews,Chief Operating Officer,,,,,not_found,round A by domain
BMO,"Greg Walker,CFA",Chief Operating Officer,,,,,not_found,round A by domain
BMO,Douglas Porter,Chief Economist,,,,,not_found,round A by domain
BMO,Jerry Calo,Managing Director | Executive Vice President,,,,,not_found,round A by domain
BMO,Matt Turnbull,"Head, Business Enablement (COO) - Financial Crimes Unit",,,,,not_found,round A by domain
BMO,"Joe Donat, CFA",Chief Financial Officer,,,,,not_found,round A by domain
BMO,Amit Gandhi,"Managing Director & Global Head, Fixed Income and Prime Finance Operations",,,,,not_found,round A by domain
BMO,Scott Anderson,Managing Director/ Chief U.S. Economist,,,,,not_found,round A by domain
BMO,Michael Schadt,"Chief Credit Officer, Head of Wholesale Credit",,,,,not_found,round A by domain
Bell Canada,Joe Montano,Associate Director Operations FIBETV,,,,,not_found,round A by domain
Bell Canada,Glen Saunders,Director - Operations,,,,,not_found,round A by domain
Bell Canada,Sam Voorberg PMP,Director Operations Support,,,,,not_found,round A by domain
Bell Canada,Joan Lusch,"Associate Director, Operations & Project Delivery",,,,,not_found,round A by domain
Bell Canada,John Schembri,Region Operations Director,,,,,not_found,round A by domain
Bell Canada,Ryan Hart,Technical Director/Operations Floater,,,,,not_found,round A by domain
Bell Canada,Julie Lamontagne,Director of operations,,,,,not_found,round A by domain
Bell Canada,Emilie Zaloum,"Director, Business Process Consulting",,,,,not_found,round A by domain
Bell Canada,Linda Castelletti,Corporate Business Process Improvement Director,,,,,not_found,round A by domain
Bell Canada,Stephanie Bell,"Director, Business Process at Bell Canada",,,,,not_found,round A by domain
Bell Canada,Patrizia Baruffa,Service Delivery Director,,,,,not_found,round A by domain
Canada Life,Nick Harding,Chief People Officer,,,,,not_found,round A by domain
