account,full_name,title,linkedin_url
BMO,Imran Shivji,"Director, Corporate and Commerical Lending Operations",https://www.linkedin.com/in/imran-shivji-43b53650/
BMO,Angelena Ellis,"Manager III -PM Indirect RVM Lending Operations, VP at BMO",https://www.linkedin.com/in/angelena-ellis-3ba70240/
BMO,Caroline Ogeto,Director - Commercial Lending Operations,https://www.linkedin.com/in/caroline-ogeto-17290388/
BMO,Marge Bauman,"Vice President. Director, Corporate and Commercial Lending Operations",https://www.linkedin.com/in/marge-bauman-0873b521/
BMO,Jeff Heinzelman,Assistant Vice President Corporate and Commercial Lending Operations,https://www.linkedin.com/in/jeff-heinzelman-666806b/
BMO,"Chinnapa Reddy, AAP, CBPR, CSPO®","VP, Payments SME",https://www.linkedin.com/in/chinnapa-reddy-aap-cbpr-cspoâ®-9a851331/
BMO,Arumugam (Aru) Appadurai,"VP & Director, Emerging Payments",https://www.linkedin.com/in/arumugam-appadurai/
BMO,"Katherina Vivar, CTP","Director, Treasury & Payments Solutions",https://www.linkedin.com/in/katherinavivar/
BMO,"Dimitrios Delios, MSc, CIA, CRCM, CAMS, CFE, CBP, CAPFC",Head of AML KYC Program Management,https://www.linkedin.com/in/dimitrios-delios-msc-cia-cams-cfe-icbrr-cbp-678990101/
BMO,Sharon Blair,"Director, Treasury and Payments Solutions",https://www.linkedin.com/in/sharon-blair-bmo/
BMO,Frank Pasceri,"Director, Credit Card Acquisition & Onboarding",https://www.linkedin.com/in/francesco-pasceri-mba-a7344a3b/
BMO,Stephanie D.,Vice President Treasury and Payments,https://www.linkedin.com/in/stephanie-d-4a64693a/
BMO,Kayla J.,"Director, Office of Reconciliation",https://www.linkedin.com/in/kayla-s-946b99148/
BMO,Pardeep Dosanjh,"Associate Director, Treasury and Payments",https://www.linkedin.com/in/pardeep-dosanjh-04abb864/
BMO,Dan Logan,"Director, Estate Settlement Services",https://www.linkedin.com/in/danloganlaw/
Bell Canada,mary smith,Associate Director Operations,https://www.linkedin.com/in/mary-smith-824a411b/
Bell Canada,John Schembri,Region Operations Director,https://www.linkedin.com/in/john-schembri-9b38a29/
Bell Canada,Julie Lamontagne,Director of operations,https://www.linkedin.com/in/julie-lamontagne-1b696b28/
Canada Life,Michael Cullen,"Director, Operations",https://www.linkedin.com/in/michael-cullen-5457b746/
Canada Life,Christine Winter,Director of Operations,https://www.linkedin.com/in/christine-winter-b7a5a5191/
Canada Life,Daien Sebasta,"Product Owner, Director",https://www.linkedin.com/in/daien-sebasta-607175ab/
Canada Life,Gautam Vyavaharkar,Director - Technical Solutions and Product Owner,https://www.linkedin.com/in/gautam-vyavaharkar/
Telus,Marc-Andre Coulombe,Director Of Operations,https://www.linkedin.com/in/marc-andre-coulombe-50102830/
Telus,Craig McLaughlin,Director - Operations,https://www.linkedin.com/in/craig-mclaughlin-b2191a4/
Telus,william baneham,"Director, Operations",https://www.linkedin.com/in/william-baneham-0889234/
Telus,Sandra Dominique,Director Of Operations,https://www.linkedin.com/in/sandra-dominique-59757313b/
