account,full_name,input_title,linkedin_url,fresh_title,fresh_company,latest_start,status,note
Bell Canada,Stephanie Bell,"Director, Business Process at Bell Canada",https://www.linkedin.com/in/stephanie-bell-a858052/,,,,left,Bell role ended September 2019; Apollo round E
Bell Canada,"Lawrence Wong, CPA, CA","Associate Director, Contract and Revenue Assurance",https://www.linkedin.com/in/vahubpro/,CEO,VA Hub PRO,2023-10,left,VA Hub PRO; Apollo round E
Bell Canada,Anna Petkos,Associate Director - Billing Services Management,https://www.linkedin.com/in/anna-petkos-a6423085/,Associate Director - Billing Services Management,Bell Canada,2012-01,current,Apollo round E
Bell Canada,Stacey Ogilvy,Director - Credit and collections,https://www.linkedin.com/in/stacey-ogilvy-8a4877112/,Director - Credit and Collections,Bell,1999-11,current,"headline reads Manager, credit and collections agency management; confirm level in Sales Nav; Apollo round E"
Bell Canada,Marc Isabelle,Associate Director for Customer Operations,https://www.linkedin.com/in/marc-isabelle-a47041a/,Associate Director for Customer Operations,Bell Canada,2011-10,current,Apollo round E
Bell Canada,Mary Amoroso,Associate Director Service Operations,https://www.linkedin.com/in/mary-amoroso-70952452/,"Associate Director Service Operations, Bell Business Markets",Bell,1979-01,current,Apollo round E
Bell Canada,Brenda Podurgiel,Director Supply Chain-Provisioning and Special projects,https://www.linkedin.com/in/brenda-podurgiel-96602117/,Director Supply Chain-Provisioning and Special Projects,Bell Canada,2004-01,current,profile also lists Manager Supply Chain; confirm level in Sales Nav; Apollo round E
Telus,Helene Savage,"Senior Director, Operations Leader - Retirement and Benefit Solutions",https://www.linkedin.com/in/helene-savage-5709a97/,"Senior Director, Operations Leader - Retirement and Benefit Solutions",TELUS Health,2023-06,current,"US regional HQ site leader, Foxborough MA; Apollo round E"
Telus,Susan Wooldridge,Executive Director - Mental Health Workforce Benefit Products,https://www.linkedin.com/in/susan-wooldridge/,Executive Director - Mental Health Workforce Benefit Products,TELUS Health,2025-01,current,Apollo round E
Telus,Tyson Joyce,Director- Quality and Continuous Improvement,https://www.linkedin.com/in/tyson-joyce-75353419/,"Director- Quality and Continuous Improvement, Absence and Disability Management",TELUS Health,2022-10,current,Apollo round E
Telus,Don Blacklock,Director Of Operations,https://www.linkedin.com/in/don-blacklock-0b789065/,Director of Operations,TELUS Spark Science Centre,2016-01,left,"TELUS Spark science centre, not TELUS; Apollo round E"
Telus,Bob Yoon,"Director of Operations, TELUS Partner Solutions",https://www.linkedin.com/in/boyoon/,"Director of Operations, Telus Partner Solutions",TELUS Communications,2019-09,current,Apollo round E
BMO,Doug Sibley (松俊江),"Managing Director, Global Head of Know Your Client, Client Onboarding, and Client Operations",,"Managing Director, Global Head of Know Your Client, Client Onboarding, and Client Operations",BMO Capital Markets,2022-05,not_found,title confirmed by Apollo (May 2022) but no LinkedIn URL returned; search in Sales Nav
